imdb,year,title,test,budget,domestic_gross,foreign_gross
tt0357507,2005,Boogeyman,men,23860663,55777141,24386166
tt0439478,2005,Boynton Beach Club,ok,3459796,3731178,0
tt0393109,2005,Brick,notalk,536865,2476430,2400085
tt0388795,2005,Brokeback Mountain,notalk,16583160,99073958,108630486
tt0379725,2005,Capote,dubious,8351232,34300335,25260745
tt0367594,2005,Charlie and the Chocolate Factory,ok,178954969,246312517,319732879
tt0451094,2005,Chinjeolhan geumjassi,ok,5368649,252526,27750194
tt0352248,2005,Cinderella Man,men,104986915,73550386,55941324
tt0393162,2005,Coach Carter,ok,53686491,80249227,11220392
tt0360486,2005,Constantine,notalk,89477485,90642097,184811032
tt0435623,2005,Conversations with Other Women,nowomen-disagree,536865,452658,631882
tt0121164,2005,Corpse Bride,dubious,35790994,63659187,73266005
tt0257516,2005,Cursed,ok,41756160,23019456,6943453
tt0342258,2005,Danny the dog,notalk,51300425,29274195,29229311
tt0382628,2005,Dark Water,ok,71581988,30390244,28632795
tt0342272,2005,Dear Wendy,notalk,9544265,27566,505049
tt0421054,2005,Domino,ok,59651656,12132195,15270824
tt0419706,2005,Doom,notalk,83512319,33658253,31496074
tt0120667,2005,Fantastic Four,notalk-disagree,104390399,184557548,209998885
tt0408790,2005,Flightplan,ok,65616822,107023409,162252505
tt0369441,2005,Fun with Dick and Jane,ok,167024638,131889812,108862026
tt0433383,2005,"Good Night, and Good Luck.",notalk,8351232,37581997,29928051
tt0424136,2005,Hard Candy,ok-disagree,1133381,1222429,8640455
tt0330373,2005,Harry Potter and the Goblet of Fire,notalk-disagree,178954969,345995160,724049470
tt0400497,2005,Herbie Fully Loaded,ok,59651656,78752930,93175888
tt0382077,2005,Hide and Seek,ok,29825828,60964573,85898385
tt0386588,2005,Hitch,men,65616822,212102508,225483262
tt0443536,2005,Hoodwinked!,ok,20878080,61305929,69740874
tt0450278,2005,Hostel,notalk,5726559,56462050,41654319
tt0410097,2005,Hustle & Flow,dubious,3340493,26488687,1623620
tt0396652,2005,Ice Princess,ok,29825828,29087739,1611788
tt0418763,2005,Jarhead,nowomen,85898385,74740591,40921036
tt0418773,2005,Junebug,ok,1193033,3194955,1049802
tt0425123,2005,Just Like Heaven,ok,69195921,57645130,62477896
tt0360717,2005,King Kong,nowomen,246957858,260176695,396608750
tt0320661,2005,Kingdom of Heaven,nowomen,131233644,56547877,204551424
tt0373469,2005,Kiss Kiss Bang Bang,notalk,17895497,5053494,10582204
tt0399295,2005,Lord of War,men,50107391,28811311,45326904
tt0351283,2005,Madagascar,nowomen,89477485,230965870,433028131
tt0331933,2005,Man of the House,ok,59651656,23502402,2863279
tt0416320,2005,Match Point,ok,17895497,27547047,77427850
tt0415978,2005,Me and You and Everyone We Know,ok,2386066,4635094,5416839
tt0397535,2005,Memoirs of a Geisha,ok,101407816,68015836,124671962
tt0366780,2005,MirrorMask,ok,4772133,1031925,117233
tt0385307,2005,Miss Congeniality 2: Armed & Fabulous,ok,71581988,57835867,63116690
tt0356910,2005,Mr. & Mrs. Smith,men,131233644,222305354,348365674
tt0408306,2005,Munich,notalk,89477485,56524824,98902446
tt0395972,2005,North Country,ok,35790994,21861428,8231928
tt0380599,2005,Oliver Twist,notalk,77547153,2470676,29348615
tt0414387,2005,Pride and Prejudice,ok,33404928,45779857,98479929
tt0377107,2005,Proof,ok,23860663,8989900,893581
tt0421239,2005,Red Eye,ok,31018861,69066839,44934402
tt0294870,2005,Rent,ok,47721325,34690477,3093622
tt0358082,2005,Robots,notalk-disagree,95442650,152946861,158076890
tt0432348,2005,Saw II,dubious-disagree,5965166,103823819,78620883
tt0379786,2005,Serenity,ok,46528292,30439664,15509431
tt0338427,2005,Shopgirl,men,8947748,12269777,1758405
tt0401792,2005,Sin City,ok-disagree,47721325,88408312,100990255
tt0474361,2005,Sisters in Law,ok,357910,39742,0
tt0405325,2005,Sky High,ok,71581988,76281887,21102370
tt0362165,2005,Son of the Mask,notalk,119303313,20303541,51181121
tt0121766,2005,Star Wars: Episode III - Revenge of the Sith,notalk-disagree,137198810,453675396,559208391
tt0382992,2005,Stealth,notalk,164638572,38316342,52851368
tt0369994,2005,Strangers with Candy,ok,2386066,2472734,6203
tt0427944,2005,Thank You for Smoking,notalk,8947748,29579478,18161725
tt0405422,2005,The 40 Year Old Virgin,men-disagree,31018861,130576566,81019846
tt0424774,2005,The Adventures of Sharkboy and Lavagirl 3-D,notalk,59651656,46740275,36087202
tt0384806,2005,The Amityville Horror,ok,22071113,77825570,52424625
tt0357110,2005,The Ballad of Jack and Rose,ok,1789550,849790,493873
tt0363771,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",ok,214745963,348020836,545330671
tt0387131,2005,The Constant Gardener,ok,30422345,40061811,56669074
tt0435625,2005,The Descent,ok,8351232,31048038,36990175
tt0395584,2005,The Devil's Rejects,ok,8351232,20335227,4647397
tt0404032,2005,The Exorcism of Emily Rose,ok,21474596,89563925,82933991
tt0432291,2005,The Fog,ok,21474596,35207734,8992385
tt0371724,2005,The Hitchhiker's Guide to the Galaxy,notalk-disagree,53686491,60867491,63230756
tt0399201,2005,The Island,ok,143163975,42733150,151753814
tt0366627,2005,The Jacket,men,34001444,7517458,10918457
tt0386140,2005,The Legend of Zorro,notalk,95442650,54372886,114411877
tt0402399,2005,The New World,dubious,35790994,15165948,16072909
tt0377109,2005,The Ring Two,ok,59651656,90600996,102600849
tt0397101,2005,The Skeleton Key,ok,47721325,57155491,52910069
tt0367089,2005,The Squid and the Whale,men,1789550,8795916,4555822
tt0372532,2005,The Wedding Date,ok,17895497,37851356,18430027
tt0407265,2005,Transamerica,ok,1193033,10755555,8992917
tt0423409,2005,Tristram Shandy: A Cock and Bull Story,men,5666907,1495363,2157422
tt0434409,2005,V for Vendetta,ok-disagree,59651656,84122001,70055510
tt0348333,2005,Waiting...,ok,1342162,19237114,3040721
tt0358273,2005,Walk the Line,ok,34597961,142590606,81350654
tt0407304,2005,War of the Worlds,notalk,157480373,279504224,444471866
tt0240200,2005,Water,ok,3579099,6596452,3090029
tt0375210,2005,White Noise,notalk,11930331,66922430,42949192
tt0443295,2005,"Yours, Mine and Ours",ok,53686491,63660149,22667629
tt0406375,2005,Zathura: A Space Adventure,nowomen,77547153,33459258,36387511
tt0337563,2004,13 Going on 30,ok,36995786,70464299,48464480
tt0212712,2004,2046,ok,14798315,1778681,21902144
tt0343660,2004,50 First Dates,men-disagree,92489466,148941129,93164841
tt0356470,2004,A Cinderella Story,ok,23430665,63433191,22974055
tt0359423,2004,A Home at the End of The World,dubious,8015754,1268976,5911
tt0344510,2004,A Very Long Engagement,ok,67825608,7606108,65900311
tt0357413,2004,Anchorman: The Legend of Ron Burgundy,men-disagree,30829822,103757037,6448914
tt0327437,2004,Around the World in 80 Days,notalk,135651216,29601758,59193258
tt0370263,2004,AVP: Alien vs. Predator,dubious-disagree,86323501,99002076,113777363
tt0414852,2004,Banlieue 13,nowomen,18497893,1480098,12341887
tt0381681,2004,Before Sunset,nowomen,2466386,7143667,6783754
tt0317198,2004,Bridget Jones: The Edge of Reason,ok,61659644,49578078,275854803
tt0327554,2004,Catwoman,ok,123319288,49577287,51723809
tt0337921,2004,Cellular,ok,55493679,39466636,36345110
tt0376541,2004,Closer,ok,43161751,41913460,100491348
tt0369339,2004,Collateral,nowomen-disagree,73991573,123529118,144900163
tt0345074,2004,Connie and Carla,ok,24663858,9924151,0
tt0375679,2004,Crash,ok,9006109,68238010,56527860
tt0367631,2004,D.E.B.S.,ok,4316175,119364,0
tt0363547,2004,Dawn of the Dead,ok,34529401,72746991,54830358
tt0364725,2004,Dodgeball: A True Underdog Story,ok,36995786,140986916,65932618
tt0327679,2004,Ella Enchanted,ok,43161751,28256983,0
tt0338013,2004,Eternal Sunshine of the Spotless Mind,men,24663858,42380545,47634450
tt0349416,2004,Eulogy,ok,12331929,86973,0
tt0308644,2004,Finding Neverland,ok,30829822,63727222,78134487
tt0377062,2004,Flight of the Phoenix,nowomen,92489466,25908371,16031508
tt0333766,2004,Garden State,ok,3082982,33027761,11402701
tt0366551,2004,Harold and Kumar Go to White Castle,ok-disagree,11098736,22475144,0
tt0304141,2004,Harry Potter and the Prisoner of  Azkaban,ok,160315074,307729658,674740986
tt0167190,2004,Hellboy,notalk,73991573,73527840,49574354
tt0299172,2004,Home on the Range,ok,135651216,61692142,32625484
tt0356721,2004,I Heart Huckabees,ok,27130243,15766017,8940648
tt0343818,2004,"I, Robot",notalk-disagree,129485252,178567590,251324708
tt0385267,2004,In Good Company,notalk,32063015,56097638,22197472
tt0362269,2004,Kinsey,ok,13565122,12596630,3436060
tt0373074,2004,Kung Fu Hustle,nowomen-disagree,24663858,21093356,103464882
tt0375912,2004,Layer Cake,notalk,8015754,2885618,11727982
tt0339291,2004,Lemony Snicket's A Series of Unfortunate Events,ok,123319288,146290116,102355008
tt0390221,2004,Maria Full of Grace,ok,3946217,8052286,9756447
tt0377092,2004,Mean Girls,ok,22197472,106112827,55377512
tt0405159,2004,Million Dollar Baby,ok,36995786,123926269,162194705
tt0349825,2004,Miracle,notalk,34529401,79390606,119141
tt0382189,2004,My Summer of Love,ok,2096428,1234321,4871804
tt0374900,2004,Napoleon Dynamite,notalk-disagree,493277,54927590,1950611
tt0363282,2004,New York Minute,notalk-disagree,49327715,17287347,8875928
tt0390384,2004,Primer,notalk,8632,523811,173986
tt0350028,2004,Raising Helen,ok,61659644,46226886,7220066
tt0350258,2004,Ray,dubious,49327715,92866817,61064133
tt0318627,2004,Resident Evil: Apocalypse,ok,61659644,62572303,96435683
tt0332375,2004,Saved!,ok-disagree,6165964,10958349,1655029
tt0387564,2004,Saw,men-disagree,1479831,68053804,59083874
tt0363988,2004,Secret Window,notalk,49327715,59141502,54449807
tt0307453,2004,Shark Tale,notalk,92489466,199052129,254547178
tt0365748,2004,Shaun of the Dead,ok-disagree,6165964,16700976,20704705
tt0298148,2004,Shrek 2,ok-disagree,86323501,544117065,611394689
tt0375063,2004,Sideways,ok,20964279,88176131,47319894
tt0346156,2004,Sky Captain and the World of Tomorrow,ok-disagree,86323501,46565462,14762273
tt0371246,2004,Spanglish,ok,92489466,51848757,15168273
tt0316654,2004,Spider-Man 2,notalk-disagree,246638575,460627734,505831691
tt0372588,2004,Team America: World Police,men,24663858,40417692,21580875
tt0338751,2004,The Aviator,notalk,135651216,126536475,138117602
tt0372183,2004,The Bourne Supremacy,men,104821395,217149789,138734199
tt0289879,2004,The Butterfly Effect,men-disagree,16031507,71432302,47011982
tt0296572,2004,The Chronicles of Riddick,men-disagree,147983145,71170953,61043048
tt0319262,2004,The Day After Tomorrow,ok,154149110,230287423,455761760
tt0391198,2004,The Grudge,ok,12331929,136094379,94859358
tt0317705,2004,The Incredibles,ok-disagree,113453745,322407292,457103230
tt0362270,2004,The Life Aquatic with Steve Zissou,men,61659644,29604924,13318483
tt0332280,2004,The Notebook,dubious,36995786,99890827,26236178
tt0293508,2004,The Phantom of the Opera,men-disagree,67825608,63171287,131951638
tt0338348,2004,The Polar Express,notalk,209642789,240410531,153039236
tt0368933,2004,The Princess Diaries 2: Royal Engagement,ok,55493679,117337605,33200019
tt0327162,2004,The Stepford Wives,ok,123319288,73344915,45315334
tt0362227,2004,The Terminal,notalk,92489466,95047057,174620112
tt0368447,2004,The Village,ok,88398934,140827568,176894260
tt0327247,2004,The Whole Ten Yards,notalk,36995786,20130602,12331929
tt0332452,2004,Troy,notalk,184978932,164382856,432681367
tt0338526,2004,Van Helsing,ok,209642789,148168797,221974718
tt0383694,2004,Vera Drake,ok,13565122,4629167,11838712
tt0381707,2004,White Chicks,ok,24663858,85274051,52164058
tt0360201,2004,Wimbledon,ok,43161751,20794820,30587981
tt0322259,2003,2 Fast 2 Furious,notalk,96222609,160945047,138130087
tt0315733,2003,21 grams,dubious,25321739,20572268,54972134
tt0319061,2003,Big Fish,notalk-disagree,88626087,84109786,72166957
tt0310778,2003,Bon voyage,ok,25321739,2980024,7606661
tt0315327,2003,Bruce Almighty,ok,102553043,307285628,304834449
tt0305357,2003,Charlie's Angels: Full Throttle,ok,151930435,127639706,160015251
tt0159365,2003,Cold Mountain,ok,101286957,121079205,83561739
tt0306685,2003,Cradle 2 the Grave,notalk,31652174,43879701,27571843
tt0317303,2003,Daddy Day Care,ok,75965217,131861413,76138426
tt0287978,2003,Daredevil,nowomen-disagree,101286957,129829011,101589551
tt0282209,2003,Darkness Falls,notalk,8862609,41198066,0
tt0285531,2003,Dreamcatcher,nowomen,86093913,42648478,53175653
tt0309593,2003,Final Destination 2,ok,32918261,59375255,55074782
tt0266543,2003,Finding Nemo,notalk-disagree,119012174,481783272,665880945
tt0322330,2003,Freaky Friday,ok,32918261,139551191,64064000
tt0335119,2003,Girl with a Pearl Earring,ok,15193043,14730114,40068094
tt0301357,2003,Goodbye Lenin!,ok-disagree,8102957,5145199,95362530
tt0311289,2003,Holes,men-disagree,25321739,85313907,6330435
tt0329717,2003,Hollywood Homicide,notalk,94956522,38245683,26461217
tt0315983,2003,House of Sand and Fog,ok,20890435,16466075,3991261
tt0251127,2003,How to Lose a Guy in 10 Days,men-disagree,63304348,133961521,90237123
tt0286716,2003,Hulk,notalk,173453913,167347872,143133663
tt0309698,2003,Identity,notalk,35450435,66002713,38048976
tt0199626,2003,In the Cut,ok,15193043,5972708,24025508
tt0301470,2003,Jeepers Creepers II,ok,31652174,45102830,0
tt0266697,2003,Kill Bill: Vol. 1,ok-disagree,69634783,88750338,139269565
tt0325703,2003,Lara Croft Tomb Raider: The Cradle of Life,nowomen-disagree,113947826,83123367,114960695
tt0333780,2003,"Legally Blonde 2: Red, White & Blonde",ok,31652174,114756967,43933217
tt0286244,2003,Les triplettes de Belleville,ok,2532174,9244066,9038373
tt0335266,2003,Lost In Translation,dubious-disagree,5064348,56449060,86049894
tt0314331,2003,Love Actually,ok-disagree,56973913,75297075,238651853
tt0311113,2003,Master and Commander: The Far Side of the World,nowomen,170921739,118918972,150646308
tt0304415,2003,Mona Lisa Smile,ok,82295652,80780273,97997750
tt0340855,2003,Monster,ok,6330435,43641017,29796703
tt0327056,2003,Mystic River,ok,37982609,114118990,84448000
tt0316396,2003,Peter Pan,ok,126608696,61301208,59300519
tt0325980,2003,Pirates of the Caribbean: The Curse of the Black Pearl,men-disagree,158260870,386677167,417229941
tt0366920,2003,Pride and Prejudice,ok,35450435,48583127,104510219
tt0257076,2003,S.W.A.T.,ok,88626087,147977201,114298723
tt0306047,2003,Scary Movie 3,ok,56973913,139269669,57227027
tt0327137,2003,Secondhand Lions,notalk,37982609,53265467,7383347
tt0300471,2003,Shanghai Knights,notalk,63304348,76560557,35256236
tt0323944,2003,Shattered Glass,men,7596522,2795488,917589
tt0165982,2003,Sinbad: Legend of the Seven Seas,men,75965217,33530353,68728811
tt0337741,2003,Something's Gotta Give,dubious,101286957,157862359,179784347
tt0338459,2003,Spy Kids 3-D: Game Over,ok,50643478,141498677,71016545
tt0324133,2003,Swimming Pool,ok,9875478,12825598,15587068
tt0181852,2003,Terminator 3: Rise of the Machines,ok,215234783,190366677,357922783
tt0298814,2003,The Core,ok,107617391,39389560,54468797
tt0317740,2003,The Italian Job,notalk-disagree,75965217,134364760,88799321
tt0283426,2003,The Jungle Book 2,nowomen-disagree,25321739,60647568,111164989
tt0325710,2003,The Last Samurai,nowomen,177252174,140675650,437686261
tt0311429,2003,The League of Extraordinary Gentlemen,nowomen,98754783,84150728,142814609
tt0167260,2003,The Lord of the Rings: The Return of the King,notalk,119012174,478385772,966736853
tt0234215,2003,The Matrix Reloaded,ok-disagree,160793043,356471453,578631163
tt0242653,2003,The Matrix Revolutions,ok-disagree,139269565,176314964,360834783
tt0338188,2003,The Missing,ok,82295652,34058165,14374008
tt0332379,2003,The School of Rock,dubious,25321739,102883716,63177739
tt0328538,2003,Thirteen,ok,2532174,5825321,6210097
tt0300556,2003,Timeline,notalk,101286957,24664310,9144243
tt0339840,2003,Undead,ok,949565,52158,238092
tt0320691,2003,Underworld,dubious,27853913,65799413,55375816
tt0295700,2003,Wrong Turn,ok,12660870,19520239,16752590
tt0290334,2003,X2 (X-Men 2),ok-disagree,158260870,272145004,244053270
tt0307901,2002,25th Hour,men,5828306,16946895,15878762
tt0289043,2002,28 Days Later...,ok,10361434,58367141,49075271
tt0283832,2002,8 femmes,ok-disagree,10361434,3984522,50900543
tt0298203,2002,8 Mile,notalk,53102348,151178596,163451617
tt0257360,2002,About Schmidt,notalk,38855376,84193406,52866974
tt0268126,2002,Adaptation,dubious,23960815,29139615,0
tt0286261,2002,All or Nothing,ok,11656613,238643,0
tt0168786,2002,Antwone Fisher,notalk,16189740,27299975,2965237
tt0295178,2002,Austin Powers in Goldmember,notalk,81596291,276025731,103123253
tt0286499,2002,Bend It Like Beckham,ok,7253004,42149599,57229991
tt0187738,2002,Blade II,notalk,69939678,105786208,94109940
tt0300532,2002,Blue Crush,ok,38855376,51960544,14894561
tt0303816,2002,Cabin Fever,ok,1942769,27403645,11907199
tt0319970,2002,Carrie,ok,38855376,45676592,64415790
tt0264464,2002,Catch Me If You Can,notalk-disagree,67349319,213195306,241550924
tt0299658,2002,Chicago,ok,38855376,221070926,177439552
tt0275022,2002,Crossroads,ok,15542151,48165989,25659226
tt0266452,2002,Death to Smoochy,men,64758961,10822278,23633
tt0246460,2002,Die Another Day,men-disagree,183915449,208448913,350993568
tt0303933,2002,Drumline,notalk,25903584,73045727,0
tt0238380,2002,Equilibrium,notalk,25903584,1541287,5382571
tt0297884,2002,Far from Heaven,ok,17484919,20595744,17000607
tt0120679,2002,Frida,men-disagree,15542151,33525714,38629594
tt0327753,2002,Funny Ha Ha,ok,38855,99819,0
tt0217505,2002,Gangs of New York,notalk,125632384,100674928,145927195
tt0302674,2002,Gerry,nowomen,9066255,329860,0
tt0295297,2002,Harry Potter and the Chamber of Secrets,ok-disagree,129517922,339321257,799114896
tt0257756,2002,High Crimes,ok,54397527,53805898,28802057
tt0297181,2002,I Spy,notalk,90662545,43467687,34605486
tt0268380,2002,Ice Age,nowomen,84186649,228453301,271636561
tt0280760,2002,Igby Goes Down,men,11656613,6187673,0
tt0278504,2002,Insomnia,notalk,59578244,87117875,60043624
tt0275847,2002,Lilo and Stitch,ok-disagree,103614337,188800252,129554799
tt0252076,2002,Maid in Manhattan,ok,71234857,121659935,90539918
tt0303361,2002,May,ok,2266564,188500,455643
tt0120912,2002,Men in Black II,notalk,181325090,246626476,325542001
tt0181689,2002,Minority Report,notalk-disagree,132108280,170995666,293746646
tt0280590,2002,Mr Deeds,men,64758961,163572654,58252088
tt0259446,2002,My Big Fat Greek Wedding,ok,6475896,312705749,143511444
tt0258000,2002,Panic Room,ok,62168602,123441416,130813101
tt0183649,2002,Phone Booth,notalk,14246971,60311590,66405038
tt0238546,2002,Queen of the Damned,ok,45331273,39254038,0
tt0252444,2002,Rabbit-Proof Fence,ok,9066255,8029593,13816102
tt0296166,2002,Real Women Have Curves,ok,3885538,7580935,0
tt0289765,2002,Red Dragon,notalk,101023979,120393928,147002841
tt0253556,2002,Reign of Fire,notalk,77710753,55772984,50626226
tt0120804,2002,Resident Evil,ok,45331273,51962213,82461072
tt0267913,2002,Scooby-Doo,ok,108795054,198543415,159307044
tt0286106,2002,Signs,notalk,91572563,295256424,233520812
tt0281373,2002,Snow Dogs,notalk,41445735,105104690,46299206
tt0307479,2002,Solaris,notalk,60873423,19388882,0
tt0145487,2002,Spider-Man,notalk,180029911,522872106,541202292
tt0166813,2002,Spirit: Stallion of the Cimarron,nowomen-disagree,103614337,94826948,43129468
tt0283003,2002,Spun,ok,5828306,531336,793178
tt0287717,2002,Spy Kids 2: Island of Lost Dreams,ok,49216810,111186338,43874196
tt0253754,2002,Star Trek: Nemesis,notalk,77710753,56022212,31159961
tt0121765,2002,Star Wars: Episode II - Attack of the Clones,dubious-disagree,148945610,402382056,448156456
tt0180052,2002,The Adventures of Pluto Nash,men,129517922,5713168,3476122
tt0280460,2002,The Banger Sisters,ok,12951792,39252065,10051805
tt0258463,2002,The Bourne Identity,notalk,77710753,157324072,118937655
tt0238924,2002,The Dangerous Lives of Altar Boys,notalk,15542151,2304492,0
tt0279113,2002,The Good Girl,ok,10361434,18156206,3675495
tt0274558,2002,The Hours,ok,32379480,53977881,71693964
tt0278500,2002,The Importance of Being Earnest,ok,19427688,10851194,0
tt0167261,2002,The Lord of the Rings: The Two Towers,notalk-disagree,121746846,443662324,757032252
tt0289408,2002,The Powerpuff Girls,ok,32379480,14780124,6494103
tt0258068,2002,The Quiet American,men,25903584,16821330,17304315
tt0298130,2002,The Ring,ok,62168602,167199897,154287527
tt0292644,2002,The Rules of Attraction,dubious,5180717,8452031,6829866
tt0304669,2002,The Santa Clause 2,notalk,84186649,180322432,43518022
tt0253867,2002,The Sweetest Thing,ok,55692706,31641581,26166724
tt0293662,2002,The Transporter,nowomen,27198764,32763432,24132408
tt0290095,2002,The Tuxedo,nowomen,77710753,65517936,69737144
tt0133240,2002,Treasure Planet,notalk,129517922,49372949,69524503
tt0283084,2002,Tuck Everlasting,ok,19427688,24818223,236520
tt0313737,2002,Two Weeks Notice,ok,77710753,120911349,136885408
tt0277434,2002,We Were Soldiers,ok,90662545,101179654,47323344
tt0298228,2002,Whale Rider,ok,5569271,26913392,24754514
tt0283139,2002,White Oleander,ok,20722867,21186244,6864450
tt0295701,2002,xXx,notalk,90662545,183824786,162247100
tt0268978,2001,A Beautiful Mind,notalk,102635985,224626742,193375488
tt0183790,2001,A Knight's Tale,men,53949684,73797860,58605963
tt0164334,2001,Along Came A Spider,ok,36843687,97449838,40923319
tt0244000,2001,American Outlaws,notalk,46054609,17454678,0
tt0218817,2001,Antitrust,men,39475379,14428526,9079337
tt0212720,2001,Artificial Intelligence: AI,notalk,118426136,103447452,206960609
tt0230011,2001,Atlantis: The Lost Empire,notalk-disagree,118426136,110600487,134211364
tt0265086,2001,Black Hawk Down,nowomen-disagree,125005366,142951853,67177016
tt0221027,2001,Blow,notalk,39475379,69727697,39858976
tt0243155,2001,Bridget Jones's Diary,ok,32896149,94083718,276362655
tt0260866,2001,Don't Say A Word,ok,65792298,72368206,65122410
tt0246578,2001,Donnie Darko,dubious-disagree,5921307,1671811,8455636
tt0240462,2001,Dr. Dolittle 2,ok,94740909,148625750,83096988
tt0251075,2001,Evolution,ok,105267677,50411551,78991283
tt0120681,2001,From Hell,dubious,46054609,41578506,48836382
tt0162346,2001,Ghost World,ok,7237153,8181731,3347195
tt0280707,2001,Gosford Park,ok,23685227,54344576,0
tt0212985,2001,Hannibal,ok,114478598,217235991,243442047
tt0241527,2001,Harry Potter and the Sorcerer's Stone,ok,164480745,417880504,864747410
tt0248845,2001,Hedwig and the Angry Inch,ok-disagree,7895076,4036110,758701
tt0253126,2001,High Heels and Low Lifes,ok,13158460,298423,0
tt0160399,2001,Impostor,nowomen,52633838,8045394,0
tt0211443,2001,Jason X,ok,18421843,17265945,5040010
tt0261392,2001,Jay and Silent Bob Strike Back,ok,28948611,39553522,4872596
tt0263488,2001,Jeepers Creepers,ok,13158460,49876055,27678636
tt0236348,2001,Josie and the Pussycats,ok,28948611,18754529,0
tt0035423,2001,Kate & Leopold,men-disagree,63160606,61970361,31372827
tt0271027,2001,Kiss of the Dragon,notalk,32896149,48467177,0
tt0264761,2001,Kissing Jessica Stein,ok,1973769,9244768,2376631
tt0242587,2001,L.I.E.,notalk,921092,1501334,0
tt0146316,2001,Lara Croft: Tomb Raider,nowomen,123689520,172565543,188823895
tt0250494,2001,Legally Blonde,ok,23685227,126970485,59628624
tt0258273,2001,Lovely and Amazing,ok,328961,5540210,638714
tt0166276,2001,Monkeybone,dubious-disagree,98688447,7118091,0
tt0265343,2001,Monsoon Wedding,ok,1579015,18259960,17301567
tt0198781,2001,"Monsters, Inc.",notalk-disagree,151322285,380836644,355718288
tt0203009,2001,Moulin Rouge!,ok,69739836,75511622,160305337
tt0166924,2001,Mulholland Dr.,ok,19737689,9499853,6184476
tt0161860,2001,Nowhere in Africa,ok,8552999,8123355,0
tt0240772,2001,Ocean's Eleven,notalk,111846906,241348715,351740598
tt0181739,2001,Osmosis Jones,dubious,92109217,17891440,0
tt0213149,2001,Pearl Harbor,men-disagree,199350663,261247866,329882581
tt0206275,2001,Save the Last Dance,ok,17105997,119792347,53423346
tt0256380,2001,Shallow Hal,ok,52633838,93209654,0
tt0286112,2001,Shaolin Soccer,nowomen,13158460,643280,55643389
tt0126029,2001,Shrek,notalk-disagree,65792298,352192764,294957113
tt0244970,2001,Someone Like You...,ok,30264457,35972640,14930737
tt0227538,2001,Spy Kids,ok,46054609,148285394,111846907
tt0247745,2001,Super Troopers,notalk,3947538,24333100,5992073
tt0232500,2001,The Fast and the Furious,notalk,50002146,190155939,81582449
tt0221218,2001,The Glass House,ok,28948611,23621318,6461269
tt0290879,2001,The Legend of Suriyothai,ok,11842614,597730,0
tt0120737,2001,The Lord of the Rings: The Fellowship of the Ring,notalk-disagree,143427209,415208284,752233524
tt0268995,2001,The Majestic,notalk,94740909,36575310,12514079
tt0267804,2001,The One,nowomen,64476452,57773198,0
tt0230600,2001,The Others,ok,22369381,127008987,149248973
tt0247638,2001,The Princess Diaries,ok,39475379,142433448,75121646
tt0265666,2001,The Royal Tenenbaums,ok,36843687,68889320,25102709
tt0209475,2001,The Wedding Planner,ok,36843687,79478222,45169930
tt0245674,2001,Thir13en Ghosts,notalk,25001073,55091786,35001502
tt0139654,2001,Training Day,notalk,59213068,100347776,37165182
tt0242998,2001,Valentine,men,13158460,26822383,0
tt0259711,2001,Vanilla Sky,notalk,92109217,132393654,134363330
tt0196229,2001,Zoolander,ok-disagree,36843687,59439723,20538685
tt0191754,2000,28 Days,ok,58175060,50105659,33861209
tt0181875,2000,Almost Famous,ok,81174503,43999763,20089118
tt0144084,2000,American Psycho,notalk-disagree,10823267,20388715,18405144
tt0221889,2000,Beautiful Creatures,ok,67645419,26316961,49365642
tt0218839,2000,Best in Show,ok,8117450,25192844,2806154
tt0249462,2000,Billy Elliot,ok,6764542,29757576,118088608
tt0181984,2000,Boiler Room,notalk,12176175,22950688,15977407
tt0204946,2000,Bring It On,ok,13529084,92476091,29899275
tt0162222,2000,Cast Away,notalk,114997212,316082883,261920863
tt0173716,2000,Cecil B. Demented,ok,13529084,1727642,915781
tt0210616,2000,Center Stage,ok,24352351,23271276,0
tt0160127,2000,Charlie's Angels,ok,121761754,169526922,181872211
tt0120630,2000,Chicken Run,ok,56822152,144482383,163701914
tt0241303,2000,Chocolat,ok,33822710,96475572,109843420
tt0200550,2000,Coyote Ugly,men-disagree,60880877,82238253,74409961
tt0168629,2000,Dancer in the Dark,ok,16911355,5624704,56010407
tt0242423,2000,"Dude, Where's My Car",men,18940717,63220562,35785675
tt0142032,2000,Dune,ok,60880877,37133914,0
tt0195685,2000,Erin Brockovich,ok,67645419,169855868,178931006
tt0195714,2000,Final Destination,notalk,31116893,72113147,79462473
tt0172495,2000,Gladiator,nowomen,139349563,253918993,365285263
tt0187078,2000,Gone in Sixty Seconds,notalk,139755436,137513677,177230998
tt0146882,2000,High Fidelity,men,27058168,36903356,27876147
tt0164052,2000,Hollow Man,ok,121761754,99045530,159630553
tt0185431,2000,Little Nicky,notalk,108232671,53362591,25471909
tt0199725,2000,Love & Basketball,ok,20293626,37125324,363260
tt0212338,2000,Meet the Parents,men,74409961,224887250,187208506
tt0209144,2000,Memento,notalk,6764542,34559865,19181845
tt0212346,2000,Miss Congeniality,ok,60880877,144500988,144238005
tt0183523,2000,Mission to Mars,notalk,121761754,82357777,61050511
tt0190590,2000,"O Brother, Where Art Thou?",nowomen-disagree,35175618,61566286,40935213
tt0134847,2000,Pitch Black,ok,31116893,53081479,18869014
